id,batchID,batchIDLastChangedAt,bonus,bonusLastChangedAt,decision,decisionLastChangedAt,gameID,gameIDLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt
01KC79ZQFH85FTWCVNQ3FNZNE7,01KC792R3GAQ93Y2KWRDZ6PHKT,2025-12-11T18:15:16.72132636Z,29,2025-12-11T18:15:20.876888004Z,D,2025-12-11T18:15:20.796944062Z,01KC792R3VN56ANE0EJ3WM1V55,2025-12-11T18:15:16.72132636Z,01KC79MP2326D39SYQE8CY2BC7,2025-12-11T18:15:16.72132636Z,01KC79S0A7Q4VKPR5JXWJAC4VY,2025-12-11T18:15:16.72132636Z
01KC79F87PYGBE6J6M04EJY03R,01KC792RSWBXR1CBEJH052NEY8,2025-12-11T18:06:16.822224203Z,22,2025-12-11T18:06:18.355976952Z,C,2025-12-11T18:06:18.26675132Z,01KC792RTASY0JSKRRE5K8E1F9,2025-12-11T18:06:16.822224203Z,01KC7968GT4Y7W2K61YEZYYZ01,2025-12-11T18:06:16.822224203Z,01KC79C6FVC9SV424JXWPC11AH,2025-12-11T18:06:16.822224203Z
01KC79MWYQ0JQ73MWT22FCPKDT,01KC792RDGGK8CDH8Q95GZY5QB,2025-12-11T18:09:21.880002562Z,22,2025-12-11T18:09:24.092061398Z,C,2025-12-11T18:09:24.068825358Z,01KC792RDTTPADJ08M6VFTYHNX,2025-12-11T18:09:21.880002562Z,01KC79BHJKGC0XHEWP58WMSD78,2025-12-11T18:09:21.880002562Z,01KC79GJX55X39A9DWXE95KMHA,2025-12-11T18:09:21.880002562Z
01KC79P2FTGA5SQHZM9EB3KNFN,01KC792RZXSW2VJJ9MYY3HWKT7,2025-12-11T18:10:00.31456603Z,10,2025-12-11T18:10:04.80845859Z,B,2025-12-11T18:10:04.779889202Z,01KC792S06J6QXCJ8HVDY29CGM,2025-12-11T18:10:00.31456603Z,01KC79AZHPWTK69BY5J67B7E59,2025-12-11T18:10:00.31456603Z,01KC79HBEVZYZT0XGZ9MKEG4WB,2025-12-11T18:10:00.31456603Z
01KC79RWGX9NYPGFSMVBC481SG,01KC792QXFDTTSEYSKJSE46MFT,2025-12-11T18:11:32.509611593Z,29,2025-12-11T18:11:34.724169996Z,D,2025-12-11T18:11:34.674175742Z,01KC792QXT26YC6BEFZ6Z9RW21,2025-12-11T18:11:32.509611593Z,01KC79GGQVV2F88NW7MBP8PDXB,2025-12-11T18:11:32.509611593Z,01KC79JWT9X1783VFTZHPK2R9T,2025-12-11T18:11:32.509611593Z
01KC79TN0TS7F7Z14XSTSNB8WZ,01KC792P4XAE965E30E0MR6EDR,2025-12-11T18:12:30.363001446Z,10,2025-12-11T18:12:33.05158039Z,B,2025-12-11T18:12:32.927492828Z,01KC792P58W4CSJFC6SH7MP77N,2025-12-11T18:12:30.363001446Z,01KC79F987YV6FKV0XWS3WEP6M,2025-12-11T18:12:30.363001446Z,01KC79NZ1F4T4Q87JJN2QCWTXF,2025-12-11T18:12:30.363001446Z
01KC79HRF4AGHZ1TQ10C2VAEWX,01KC792S5XKA02FKX43NFPRQY2,2025-12-11T18:07:38.980324633Z,10,2025-12-11T18:07:48.127632373Z,B,2025-12-11T18:07:48.115999409Z,01KC792S662BJ5HPY24M0VV8VJ,2025-12-11T18:07:38.980324633Z,01KC79EZNG9TKMRXJ42Q2PD9ZM,2025-12-11T18:07:38.980324633Z,01KC79HQB0FB0CSYWSFDE13K73,2025-12-11T18:07:38.980324633Z
01KC79JMKEPMZJH3TNF9VS2PVG,01KC792RKV2EEPDB2VKNCS5H0N,2025-12-11T18:08:07.790442068Z,,,B,2025-12-11T18:08:26.109492854Z,01KC792RM5H8250G7S7JGPBJ2K,2025-12-11T18:08:07.790442068Z,01KC79EYJ405F0Q5FFB0CNTKPE,2025-12-11T18:08:07.790442068Z,01KC79GMKHZ3XHJBGNP5PVQC65,2025-12-11T18:08:07.790442068Z
01KC79MF0QTMTFP658EBM410C1,01KC792QXFDTTSEYSKJSE46MFT,2025-12-11T18:09:07.607883597Z,29,2025-12-11T18:09:11.34817769Z,D,2025-12-11T18:09:08.836549569Z,01KC792QXT26YC6BEFZ6Z9RW21,2025-12-11T18:09:07.607883597Z,01KC79GGQVV2F88NW7MBP8PDXB,2025-12-11T18:09:07.607883597Z,01KC79JWRQ1H58KCD252RK67WK,2025-12-11T18:09:07.607883597Z
01KC79QRQG7Y5XSDPAR05DMK6G,01KC792PRTZHWRJ2KMDQQMG00W,2025-12-11T18:10:55.856689259Z,0,2025-12-11T18:10:59.855272322Z,D,2025-12-11T18:10:59.615485197Z,01KC792PS59W7MMQWZYWR4N84V,2025-12-11T18:10:55.856689259Z,01KC79E198HBBFT474WAZVAMA1,2025-12-11T18:10:55.856689259Z,01KC79KPP1MDX6JJDNGZ0K98V7,2025-12-11T18:10:55.856689259Z
01KC7BXTM5X50Y6WZ9YPHSD6M4,01KC79X2YHB00QNBFZQY5QH2DZ,2025-12-11T18:49:11.557985815Z,,,C,2025-12-11T18:49:20.992198797Z,01KC79X3KPYBRKKGVN4JT64MTF,2025-12-11T18:49:11.557985815Z,01KC7B94F4XX68YHBM7ZRFE46E,2025-12-11T18:49:11.557985815Z,01KC7BNFM7B9YN7Y17G3YQ78YR,2025-12-11T18:49:11.557985815Z
01KC79K1SEAG2AVSVDZTSYR02M,01KC792RZXSW2VJJ9MYY3HWKT7,2025-12-11T18:08:21.294613101Z,0,2025-12-11T18:08:36.704459856Z,C,2025-12-11T18:08:31.493973732Z,01KC792S06J6QXCJ8HVDY29CGM,2025-12-11T18:08:21.294613101Z,01KC79AZHPWTK69BY5J67B7E59,2025-12-11T18:08:21.294613101Z,01KC79HBE4AFTJ1APR3402K574,2025-12-11T18:08:21.294613101Z
01KC79NJ1ZQR9963GWSPMR0THY,01KC792NZQW5MQZPSHSTMQ5DHE,2025-12-11T18:09:43.487078784Z,19,2025-12-11T18:09:49.567463954Z,D,2025-12-11T18:09:49.538335295Z,01KC792P02FDQSKTX7R48P6G43,2025-12-11T18:09:43.487078784Z,01KC79H1N3EJXB38V327AHPMFP,2025-12-11T18:09:43.487078784Z,01KC79NG487ET56MHYYFSAQVG4,2025-12-11T18:09:43.487078784Z
01KC79SYFETKEPXKZ5NSKPKKSY,01KC792NB401Z43FH75BN7VEQG,2025-12-11T18:12:07.278312063Z,22,2025-12-11T18:12:10.6941333Z,C,2025-12-11T18:12:10.658570359Z,01KC792NBGNJFX9E924E6B4P1D,2025-12-11T18:12:07.278312063Z,01KC79GCWM9WHGR9R4SX5XBRJ6,2025-12-11T18:12:07.278312063Z,01KC79MA8K4BTQ4JNKB2CH4KZB,2025-12-11T18:12:07.278312063Z
01KC79W6GZ4BQ2K3M82TJGJWM6,01KC792R3GAQ93Y2KWRDZ6PHKT,2025-12-11T18:13:21.055814375Z,22,2025-12-11T18:13:27.038543134Z,C,2025-12-11T18:13:23.740456027Z,01KC792R3VN56ANE0EJ3WM1V55,2025-12-11T18:13:21.055814375Z,01KC79MP2326D39SYQE8CY2BC7,2025-12-11T18:13:21.055814375Z,01KC79S069YDQA8E1JHJR36CTP,2025-12-11T18:13:21.055814375Z
01KC7A90633NWSCCYJ4CBPDBAP,01KC79VJ7VQR2HR116V55XY14K,2025-12-11T18:20:20.547320953Z,0,2025-12-11T18:20:34.181674455Z,B,2025-12-11T18:20:24.155416118Z,01KC79VJDQXC2W66T6DBS0M1ZZ,2025-12-11T18:20:20.547320953Z,01KC7A32NK8ATF83E3BG0K24Q8,2025-12-11T18:20:20.547320953Z,01KC7A7H6H0MGRH5G3CAM1BE0C,2025-12-11T18:20:20.547320953Z
01KC79KMH7HSCTAHMQATKTRX40,01KC792QXFDTTSEYSKJSE46MFT,2025-12-11T18:08:40.487127221Z,0,2025-12-11T18:08:57.435673679Z,D,2025-12-11T18:08:56.613453598Z,01KC792QXT26YC6BEFZ6Z9RW21,2025-12-11T18:08:40.487127221Z,01KC79GGQVV2F88NW7MBP8PDXB,2025-12-11T18:08:40.487127221Z,01KC79JWRSR2DCBQ2Q86D55Z7N,2025-12-11T18:08:40.487127221Z
01KC79P8NN31S7D5VMSJC2GSMN,01KC792S5XKA02FKX43NFPRQY2,2025-12-11T18:10:06.645345354Z,10,2025-12-11T18:10:09.249057663Z,B,2025-12-11T18:10:09.223406823Z,01KC792S662BJ5HPY24M0VV8VJ,2025-12-11T18:10:06.645345354Z,01KC79G6GD2ZRB70H9GZQ1HV8N,2025-12-11T18:10:06.645345354Z,01KC79HQBCMW0AE1TBCJSB0HZ1,2025-12-11T18:10:06.645345354Z
01KC79Q8H7PJP6JS5TCN5NPB7D,01KC792PRTZHWRJ2KMDQQMG00W,2025-12-11T18:10:39.271813575Z,22,2025-12-11T18:10:42.564120387Z,C,2025-12-11T18:10:41.755423003Z,01KC792PS59W7MMQWZYWR4N84V,2025-12-11T18:10:39.271813575Z,01KC79E198HBBFT474WAZVAMA1,2025-12-11T18:10:39.271813575Z,01KC79KPNM8BYW5D3N45KWX96H,2025-12-11T18:10:39.271813575Z
01KC79QSRPW0EF9CD13V5SZZ9P,01KC792Q82X2T1YA3GQS9WQQTM,2025-12-11T18:10:56.918236985Z,29,2025-12-11T18:11:00.541446064Z,D,2025-12-11T18:11:00.498611617Z,01KC792Q8CHHGA8FER6C9SCFBH,2025-12-11T18:10:56.918236985Z,01KC79C5QHJNWZ7FV9P5YRT489,2025-12-11T18:10:56.918236985Z,01KC79K4VTRP7KS2NXJ1YSXA9T,2025-12-11T18:10:56.918236985Z
01KC79SYFSZABQWH0QYEHJXSWH,01KC792NB401Z43FH75BN7VEQG,2025-12-11T18:12:07.289950629Z,29,2025-12-11T18:12:10.6941333Z,D,2025-12-11T18:12:09.614290987Z,01KC792NBGNJFX9E924E6B4P1D,2025-12-11T18:12:07.289950629Z,01KC79G73DX1BWBNNZBRW537F6,2025-12-11T18:12:07.289950629Z,01KC79MA8K4BTQ4JNKB2CH4KZB,2025-12-11T18:12:07.289950629Z
01KC79PSV05591XM9BQ0C8B2T2,01KC792PMN6AE3E5M91Z7BDJS6,2025-12-11T18:10:24.224430426Z,29,2025-12-11T18:10:39.98111722Z,D,2025-12-11T18:10:39.939888572Z,01KC792PN2B9Z90QKN7KTG1F5T,2025-12-11T18:10:24.224430426Z,01KC79H6RT5T3CXH090C3TDFH6,2025-12-11T18:10:24.224430426Z,01KC79PQ9SE11D4T4TP9KZXAX2,2025-12-11T18:10:24.224430426Z
01KC79RZHC641XQ29KWDMNRTW0,01KC792NT3GNWPDN4K2DAPSNHC,2025-12-11T18:11:35.59664907Z,22,2025-12-11T18:11:41.108871685Z,C,2025-12-11T18:11:37.146608555Z,01KC792NTEQ8JKXK344BFAF58E,2025-12-11T18:11:35.59664907Z,01KC79HAYC0GW9EB6ESCFZWCXF,2025-12-11T18:11:35.59664907Z,01KC79N3FBJCX03BKQ7HEJ86HR,2025-12-11T18:11:35.59664907Z
01KC79SCWX889NDWPM2TYSBNKJ,01KC792NT3GNWPDN4K2DAPSNHC,2025-12-11T18:11:49.277919565Z,29,2025-12-11T18:11:51.071026686Z,D,2025-12-11T18:11:51.015994414Z,01KC792NTEQ8JKXK344BFAF58E,2025-12-11T18:11:49.277919565Z,01KC79FFZCYEFXMZGEYF857PHT,2025-12-11T18:11:49.277919565Z,01KC79N3D5NAJZBYJ5MAM490NJ,2025-12-11T18:11:49.277919565Z
01KC79R9F0FX3VH535ZCCG665B,01KC792Q82X2T1YA3GQS9WQQTM,2025-12-11T18:11:12.992811597Z,0,2025-12-11T18:12:08.016729137Z,C,2025-12-11T18:12:07.952910447Z,01KC792Q8CHHGA8FER6C9SCFBH,2025-12-11T18:11:12.992811597Z,01KC79ENS0X8DN45NJYZF1KKZR,2025-12-11T18:11:12.992811597Z,01KC79K4X3G6925MPE6PDTKB26,2025-12-11T18:11:12.992811597Z
01KC79RWRXPPS3P9TZE5PTDE36,01KC792NHQWGSTE39SGFFP76GE,2025-12-11T18:11:32.765340634Z,20,2025-12-11T18:11:53.761833919Z,A,2025-12-11T18:11:37.466489524Z,01KC792NJ42D4D8E76QXEYJGPD,2025-12-11T18:11:32.765340634Z,01KC79FPJDMB15RFN8WJV95WFR,2025-12-11T18:11:32.765340634Z,01KC79MSAMCYY97FXG60M9S0RB,2025-12-11T18:11:32.765340634Z
01KC7AJ9G5W5KM382DPCT9RT3S,01KC79VJ1XZ02D6PCVP5WH7QJ5,2025-12-11T18:25:24.997268184Z,,,,,01KC79VJ6S95MS6XD8D1HAJ57N,2025-12-11T18:25:24.997268184Z,01KC79JH0R6P4AJXEP9MB1KQ0F,2025-12-11T18:25:24.997268184Z,01KC7A4ZA0V89NH556KBRNR6XQ,2025-12-11T18:25:24.997268184Z
01KC79M12AKDZVM7C7J8H5Z5JB,01KC792RDGGK8CDH8Q95GZY5QB,2025-12-11T18:08:53.322120242Z,29,2025-12-11T18:08:55.24072049Z,D,2025-12-11T18:08:54.582637325Z,01KC792RDTTPADJ08M6VFTYHNX,2025-12-11T18:08:53.322120242Z,01KC79F1NBN201MMNWZF2EF0XJ,2025-12-11T18:08:53.322120242Z,01KC79GJWZZ94X3N7JCHXR74J2,2025-12-11T18:08:53.322120242Z
01KC79MC3HBKQ8R5D9J4D5KET3,01KC792S5XKA02FKX43NFPRQY2,2025-12-11T18:09:04.625277069Z,22,2025-12-11T18:09:13.322751123Z,C,2025-12-11T18:09:07.366285745Z,01KC792S662BJ5HPY24M0VV8VJ,2025-12-11T18:09:04.625277069Z,01KC79EZNG9TKMRXJ42Q2PD9ZM,2025-12-11T18:09:04.625277069Z,01KC79HQB78GX8GJYF2ZM91YDV,2025-12-11T18:09:04.625277069Z
01KC79MHM04M42EST45DQ385YA,01KC792RZXSW2VJJ9MYY3HWKT7,2025-12-11T18:09:10.2724523Z,19,2025-12-11T18:09:12.988328537Z,D,2025-12-11T18:09:12.869502905Z,01KC792S06J6QXCJ8HVDY29CGM,2025-12-11T18:09:10.2724523Z,01KC79AZHPWTK69BY5J67B7E59,2025-12-11T18:09:10.2724523Z,01KC79HBECYG89HN8TFGDMSJKQ,2025-12-11T18:09:10.2724523Z
01KC79NF5W2YZWAP240FWJHF8P,01KC792S5XKA02FKX43NFPRQY2,2025-12-11T18:09:40.540481091Z,12,2025-12-11T18:09:46.065559818Z,C,2025-12-11T18:09:41.668136644Z,01KC792S662BJ5HPY24M0VV8VJ,2025-12-11T18:09:40.540481091Z,01KC79EZNG9TKMRXJ42Q2PD9ZM,2025-12-11T18:09:40.540481091Z,01KC79HQBE1TK5M036S9BTV1H8,2025-12-11T18:09:40.540481091Z
01KC79QC3T6NTZ2XC0KRKZZXE4,01KC792Q82X2T1YA3GQS9WQQTM,2025-12-11T18:10:42.938619986Z,0,2025-12-11T18:10:47.102755476Z,C,2025-12-11T18:10:47.073061856Z,01KC792Q8CHHGA8FER6C9SCFBH,2025-12-11T18:10:42.938619986Z,01KC79C5QHJNWZ7FV9P5YRT489,2025-12-11T18:10:42.938619986Z,01KC79K4X09M68VCVTBYFH6T6M,2025-12-11T18:10:42.938619986Z
01KC79E9RVM6QT1HC98EN8S826,01KC792RSWBXR1CBEJH052NEY8,2025-12-11T18:05:45.627429764Z,22,2025-12-11T18:05:47.077303462Z,C,2025-12-11T18:05:46.975996398Z,01KC792RTASY0JSKRRE5K8E1F9,2025-12-11T18:05:45.627429764Z,01KC798AXBJNYSY9QD94M2Z2W4,2025-12-11T18:05:45.627429764Z,01KC79C6FQ8Y8MZ151BFCBMHS9,2025-12-11T18:05:45.627429764Z
01KC79JCBVNAW36JTJEJT9256Q,01KC792S5XKA02FKX43NFPRQY2,2025-12-11T18:07:59.355474129Z,29,2025-12-11T18:08:10.712552876Z,D,2025-12-11T18:08:00.928493137Z,01KC792S662BJ5HPY24M0VV8VJ,2025-12-11T18:07:59.355474129Z,01KC79EZNG9TKMRXJ42Q2PD9ZM,2025-12-11T18:07:59.355474129Z,01KC79HQAKF9JDHNQX2CPFR7EH,2025-12-11T18:07:59.355474129Z
01KC79M8ZMJE0ZDF5ZFBMV4ZH0,01KC792RDGGK8CDH8Q95GZY5QB,2025-12-11T18:09:01.42895741Z,29,2025-12-11T18:09:04.509198477Z,D,2025-12-11T18:09:02.543041767Z,01KC792RDTTPADJ08M6VFTYHNX,2025-12-11T18:09:01.42895741Z,01KC79F1NBN201MMNWZF2EF0XJ,2025-12-11T18:09:01.42895741Z,01KC79GJX7RYE2010N2NV38KG3,2025-12-11T18:09:01.42895741Z
01KC79QRQTEGM2J9AESTN7HAF8,01KC792PRTZHWRJ2KMDQQMG00W,2025-12-11T18:10:55.866911239Z,0,2025-12-11T18:10:59.855272322Z,D,2025-12-11T18:10:59.649038177Z,01KC792PS59W7MMQWZYWR4N84V,2025-12-11T18:10:55.866911239Z,01KC79EQ5VGND62AJQKN8RW603,2025-12-11T18:10:55.866911239Z,01KC79KPP1MDX6JJDNGZ0K98V7,2025-12-11T18:10:55.866911239Z
01KC79V0PF2J9WVCQMDX6TH7Z9,01KC792P4XAE965E30E0MR6EDR,2025-12-11T18:12:42.31993583Z,10,2025-12-11T18:12:50.801748574Z,B,2025-12-11T18:12:50.749776772Z,01KC792P58W4CSJFC6SH7MP77N,2025-12-11T18:12:42.31993583Z,01KC79F987YV6FKV0XWS3WEP6M,2025-12-11T18:12:42.31993583Z,01KC79NZ1MJ55VF74JJXFJPGY5,2025-12-11T18:12:42.31993583Z
01KC7AVAYZN4H76PC8Y7ZZK497,01KC79VJKE866YDMKWKSSCRSG8,2025-12-11T18:30:21.40757338Z,19,2025-12-11T18:30:45.953753294Z,D,2025-12-11T18:30:26.891737364Z,01KC79VK0HYCMYG94EPY3TV8PH,2025-12-11T18:30:21.40757338Z,01KC7A5GT6H5TCTEA2VECMEPXZ,2025-12-11T18:30:21.40757338Z,01KC7AE87WJ3CDHNM7REG0R95J,2025-12-11T18:30:21.40757338Z
01KC79K68KFWNDCC8H2JCX3KAW,01KC792RDGGK8CDH8Q95GZY5QB,2025-12-11T18:08:25.875847538Z,0,2025-12-11T18:08:27.750790179Z,D,2025-12-11T18:08:27.147088871Z,01KC792RDTTPADJ08M6VFTYHNX,2025-12-11T18:08:25.875847538Z,01KC79F1NBN201MMNWZF2EF0XJ,2025-12-11T18:08:25.875847538Z,01KC79GJX9WN9H1G0PMAJEBBM8,2025-12-11T18:08:25.875847538Z
01KC79Q8HEVKH2BB1WCP1R2Q8E,01KC792PRTZHWRJ2KMDQQMG00W,2025-12-11T18:10:39.278764812Z,29,2025-12-11T18:10:42.564120387Z,D,2025-12-11T18:10:42.516439144Z,01KC792PS59W7MMQWZYWR4N84V,2025-12-11T18:10:39.278764812Z,01KC79EQ5VGND62AJQKN8RW603,2025-12-11T18:10:39.278764812Z,01KC79KPNM8BYW5D3N45KWX96H,2025-12-11T18:10:39.278764812Z
01KC7A22YTGB89SY07BXRVAYTJ,01KC79VHE8PE9MZRMG71GAT5MW,2025-12-11T18:16:34.010678014Z,0,2025-12-11T18:16:43.199253785Z,B,2025-12-11T18:16:43.139158303Z,01KC79VHNW7FWHSXXSWMJ4BAAT,2025-12-11T18:16:34.010678014Z,01KC79K0V50SP04EJBDH0RXGDM,2025-12-11T18:16:34.010678014Z,01KC7A005YAWFM1FBS41W0FMAP,2025-12-11T18:16:34.010678014Z
01KC7A62TPXQFTVTJEGJW7VVR6,01KC79VJ1XZ02D6PCVP5WH7QJ5,2025-12-11T18:18:44.951035826Z,29,2025-12-11T18:18:52.800540862Z,D,2025-12-11T18:18:52.610565723Z,01KC79VJ6S95MS6XD8D1HAJ57N,2025-12-11T18:18:44.951035826Z,01KC7A1SBREQ8RTRBGZ3A26DAR,2025-12-11T18:18:44.951035826Z,01KC7A4YZZSHP7XZC12VEGPEDM,2025-12-11T18:18:44.951035826Z
01KC7ASSMRVVENRT4TXWM9MPWP,01KC79VJXXPSPD2VWHGZ052C31,2025-12-11T18:29:30.904415859Z,,,C,2025-12-11T18:29:40.672236581Z,01KC79VK797V9N954PGYD7K2K1,2025-12-11T18:29:30.904415859Z,01KC7AK6GSCZTH4VWGBVP3TKDW,2025-12-11T18:29:30.904415859Z,01KC7APP2FJ0APR847P7MCFKCK,2025-12-11T18:29:30.904415859Z
01KC7B4EW0CCFNHB41YW39BMV4,01KC79VJE7CNPF3WFGNWFS1AX9,2025-12-11T18:35:20.320524797Z,22,2025-12-11T18:35:40.473486991Z,C,2025-12-11T18:35:30.619595307Z,01KC79VJRN83Z6TJ4WRC66DE0Y,2025-12-11T18:35:20.320524797Z,01KC7A1KQ313ZNXQCVJ2X1ACYZ,2025-12-11T18:35:20.320524797Z,01KC7AADZ3FDM6A11VBZBQSWG0,2025-12-11T18:35:20.320524797Z
01KC7C3MWMPV14QRV3HTXTH0CC,01KC79X2YHB00QNBFZQY5QH2DZ,2025-12-11T18:52:22.292535326Z,,,D,2025-12-11T18:52:25.664728425Z,01KC79X3KPYBRKKGVN4JT64MTF,2025-12-11T18:52:22.292535326Z,01KC7B94F4XX68YHBM7ZRFE46E,2025-12-11T18:52:22.292535326Z,01KC7BNFWDD0RYZFQXQH41DK9H,2025-12-11T18:52:22.292535326Z
01KC79MKKJ9QS4YPWSETBBJ7EV,01KC792PRTZHWRJ2KMDQQMG00W,2025-12-11T18:09:12.30696171Z,0,2025-12-11T18:09:26.588913632Z,D,2025-12-11T18:09:26.561119593Z,01KC792PS59W7MMQWZYWR4N84V,2025-12-11T18:09:12.30696171Z,01KC79EQ5VGND62AJQKN8RW603,2025-12-11T18:09:12.30696171Z,01KC79KPMYQ0XVHDKEHRQ6NDHX,2025-12-11T18:09:12.30696171Z
01KC79PHA47MAJ8CHE1W6Z3WCY,01KC792PFK3W14G4ZFE0JVZG1C,2025-12-11T18:10:15.492037319Z,10,2025-12-11T18:10:36.144866018Z,B,2025-12-11T18:10:36.084124548Z,01KC792PFW6AVG96T52RTPX57B,2025-12-11T18:10:15.492037319Z,01KC79HNBJ2VX43MH80SACDQ3D,2025-12-11T18:10:15.492037319Z,01KC79PEW0WE9ZZTEN9JWPKXKB,2025-12-11T18:10:15.492037319Z
01KC79SSA0JAV2V7RSPJQEGADV,01KC792QK3NQ9YQBMVC4J2ZJYJ,2025-12-11T18:12:01.984079337Z,29,2025-12-11T18:12:27.596875549Z,D,2025-12-11T18:12:27.301257316Z,01KC792QKEWXFRRJ193215MS3Y,2025-12-11T18:12:01.984079337Z,01KC79FVG65F2QE0J459PXW400,2025-12-11T18:12:01.984079337Z,01KC79RHDPM5P8Z46VTJAWXKKH,2025-12-11T18:12:01.984079337Z
01KC7A0SJWBKSPB67825HX4A9S,01KC792QR6XXN61ZXWP8M9MPK8,2025-12-11T18:15:51.644200794Z,22,2025-12-11T18:16:02.044201507Z,C,2025-12-11T18:15:54.901153488Z,01KC792QRJCW2RMKD50WKTBMJB,2025-12-11T18:15:51.644200794Z,01KC79HX8SJ75JCT5T5G83CA15,2025-12-11T18:15:51.644200794Z,01KC79RQA0ZKNJNB0NMXS2XF8C,2025-12-11T18:15:51.644200794Z
01KC7AH2JMZ5EYZZK5V08WH87H,01KC79VJ7VQR2HR116V55XY14K,2025-12-11T18:24:45.140848885Z,,,D,2025-12-11T18:24:48.978242787Z,01KC79VJDQXC2W66T6DBS0M1ZZ,2025-12-11T18:24:45.140848885Z,01KC7A32NK8ATF83E3BG0K24Q8,2025-12-11T18:24:45.140848885Z,01KC7A7HGCP3ACF6H4CASTRS7T,2025-12-11T18:24:45.140848885Z
01KC7A1NFWKDZ0HBHB4SB7ZDEE,01KC792QK3NQ9YQBMVC4J2ZJYJ,2025-12-11T18:16:20.220944559Z,29,2025-12-11T18:17:12.575859323Z,D,2025-12-11T18:17:12.51462156Z,01KC792QKEWXFRRJ193215MS3Y,2025-12-11T18:16:20.220944559Z,01KC79FVG65F2QE0J459PXW400,2025-12-11T18:16:20.220944559Z,01KC79RHG4H1QKCPZ27N951D87,2025-12-11T18:16:20.220944559Z
01KC7B4EV1ST4N28E9E11D92E7,01KC79VJE7CNPF3WFGNWFS1AX9,2025-12-11T18:35:20.28935338Z,29,2025-12-11T18:35:40.473486991Z,D,2025-12-11T18:35:40.355427406Z,01KC79VJRN83Z6TJ4WRC66DE0Y,2025-12-11T18:35:20.28935338Z,01KC79W2774N3YJ8ZFWVXYQRRP,2025-12-11T18:35:20.28935338Z,01KC7AADZ3FDM6A11VBZBQSWG0,2025-12-11T18:35:20.28935338Z
01KC79QFBZYD8SDF18CW67W6QT,01KC792NT3GNWPDN4K2DAPSNHC,2025-12-11T18:10:46.271579528Z,22,2025-12-11T18:10:49.747889657Z,C,2025-12-11T18:10:49.711336703Z,01KC792NTEQ8JKXK344BFAF58E,2025-12-11T18:10:46.271579528Z,01KC79HAYC0GW9EB6ESCFZWCXF,2025-12-11T18:10:46.271579528Z,01KC79N3EAPVWAJ4VJCCX751YD,2025-12-11T18:10:46.271579528Z
01KC79RVEMGDY58Y027WC0FN0H,01KC792QR6XXN61ZXWP8M9MPK8,2025-12-11T18:11:31.412457907Z,29,2025-12-11T18:11:41.013760392Z,D,2025-12-11T18:11:38.432875255Z,01KC792QRJCW2RMKD50WKTBMJB,2025-12-11T18:11:31.412457907Z,01KC79HDXZXQHKQG73XVPYYATJ,2025-12-11T18:11:31.412457907Z,01KC79RQ810HGS4GXBZFJCWXHD,2025-12-11T18:11:31.412457907Z
01KC79VH7F2N25KH4PAAYR7KB3,01KC792PRTZHWRJ2KMDQQMG00W,2025-12-11T18:12:59.247354541Z,0,2025-12-11T18:13:02.340347754Z,D,2025-12-11T18:13:01.327394091Z,01KC792PS59W7MMQWZYWR4N84V,2025-12-11T18:12:59.247354541Z,01KC79EQ5VGND62AJQKN8RW603,2025-12-11T18:12:59.247354541Z,01KC79KPPXK7S2VP9315MTTG3S,2025-12-11T18:12:59.247354541Z
01KC79ZRXBTHWEW0GGAVZJ4EDA,01KC792QR6XXN61ZXWP8M9MPK8,2025-12-11T18:15:18.187807975Z,19,2025-12-11T18:15:23.214039283Z,D,2025-12-11T18:15:19.96007096Z,01KC792QRJCW2RMKD50WKTBMJB,2025-12-11T18:15:18.187807975Z,01KC79HDXZXQHKQG73XVPYYATJ,2025-12-11T18:15:18.187807975Z,01KC79RQB6EGZSARDXHAYYJQ92,2025-12-11T18:15:18.187807975Z
01KC7A1D7MWZ57XJ0DJBBRDS0S,01KC79Q5TFKGNAN8RQVVBH04JK,2025-12-11T18:16:11.764993507Z,22,2025-12-11T18:16:17.305345949Z,C,2025-12-11T18:16:15.559706809Z,01KC79Q5VKEKA6F68YHYY2PTG3,2025-12-11T18:16:11.764993507Z,01KC79S5BJ3FZ8KQYQ00B8BDAB,2025-12-11T18:16:11.764993507Z,01KC79XVK3J3BE61DAGRA9Q17C,2025-12-11T18:16:11.764993507Z
01KC79K659N7ZGSHA4CX9JRNFW,01KC792Q82X2T1YA3GQS9WQQTM,2025-12-11T18:08:25.769532499Z,29,2025-12-11T18:08:35.164437888Z,D,2025-12-11T18:08:35.137827578Z,01KC792Q8CHHGA8FER6C9SCFBH,2025-12-11T18:08:25.769532499Z,01KC79ENS0X8DN45NJYZF1KKZR,2025-12-11T18:08:25.769532499Z,01KC79K4TY3H3Y6P69FK2W5243,2025-12-11T18:08:25.769532499Z
01KC79RBVWHE22H29G9R8PQE71,01KC792NT3GNWPDN4K2DAPSNHC,2025-12-11T18:11:15.452544722Z,22,2025-12-11T18:11:17.642003217Z,C,2025-12-11T18:11:17.594839774Z,01KC792NTEQ8JKXK344BFAF58E,2025-12-11T18:11:15.452544722Z,01KC79HAYC0GW9EB6ESCFZWCXF,2025-12-11T18:11:15.452544722Z,01KC79N3EZNPZVT2RH8PCX9E1C,2025-12-11T18:11:15.452544722Z
