id,batchID,batchIDLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,name,nameLastChangedAt,stageIndex,stageIndexLastChangedAt,start,startLastChangedAt
01KC79KPP45X2NMXKV6W2BEVT0,01KC792PRTZHWRJ2KMDQQMG00W,2025-12-11T18:08:42.692671195Z,true,2025-12-11T18:11:26.156570397Z,01KC792PS59W7MMQWZYWR4N84V,2025-12-11T18:08:42.692671195Z,7,2025-12-11T18:08:42.692671195Z,Round 7,2025-12-11T18:08:42.692671195Z,2,2025-12-11T18:08:42.979798476Z,true,2025-12-11T18:11:11.69546697Z
01KC79WY832V8EWKV42PGX4W3H,01KC79Q9731QPJ5QS5ZM23RYR5,2025-12-11T18:13:45.347305453Z,true,2025-12-11T18:16:59.691512078Z,01KC79Q99654F9ET04XN20XZEB,2025-12-11T18:13:45.347305453Z,6,2025-12-11T18:13:45.347305453Z,Round 6,2025-12-11T18:13:45.347305453Z,2,2025-12-11T18:13:46.044994193Z,true,2025-12-11T18:16:42.566554889Z
01KC79ZG6FH3YVWMK1WHC1CFY3,01KC79VH8D3XDVE6Y37QAVSJQX,2025-12-11T18:15:09.263371639Z,true,2025-12-11T18:17:57.225595729Z,01KC79VHBZ10QQXP0BWPHPEQ88,2025-12-11T18:15:09.263371639Z,1,2025-12-11T18:15:09.263371639Z,Round 1,2025-12-11T18:15:09.263371639Z,2,2025-12-11T18:15:09.664802763Z,true,2025-12-11T18:16:52.246550591Z
01KC79R472AQQXW3J5WJC8PM4C,01KC792QDM8ER77KTTG8XHXEJ6,2025-12-11T18:11:07.618851954Z,false,2025-12-11T18:11:07.618851954Z,01KC792QDY5PWY64QNNCK4BSVK,2025-12-11T18:11:07.618851954Z,6,2025-12-11T18:11:07.618851954Z,Round 6,2025-12-11T18:11:07.618851954Z,2,2025-12-11T18:11:08.305948159Z,false,2025-12-11T18:11:07.618851954Z
01KC79S069YDQA8E1JHJR36CTP,01KC792R3GAQ93Y2KWRDZ6PHKT,2025-12-11T18:11:36.265824036Z,true,2025-12-11T18:13:38.495275508Z,01KC792R3VN56ANE0EJ3WM1V55,2025-12-11T18:11:36.265824036Z,4,2025-12-11T18:11:36.265824036Z,Round 4,2025-12-11T18:11:36.265824036Z,2,2025-12-11T18:11:36.695142546Z,true,2025-12-11T18:13:21.000558983Z
01KC7A2E1A2B8RA07V8KGBRAQK,01KC79VHVA3W05MJ5T7R51WJGB,2025-12-11T18:16:45.354682177Z,false,2025-12-11T18:16:45.354682177Z,01KC79VJ1C3ZDY5HF0N9GH13VS,2025-12-11T18:16:45.354682177Z,9,2025-12-11T18:16:45.354682177Z,Round 9,2025-12-11T18:16:45.354682177Z,2,2025-12-11T18:16:46.357430358Z,false,2025-12-11T18:16:45.354682177Z
01KC7A4Z81EK1514X1VANTJAP3,01KC79VJ1XZ02D6PCVP5WH7QJ5,2025-12-11T18:18:08.51384877Z,true,2025-12-11T18:24:30.738633127Z,01KC79VJ6S95MS6XD8D1HAJ57N,2025-12-11T18:18:08.51384877Z,9,2025-12-11T18:18:08.51384877Z,Round 9,2025-12-11T18:18:08.51384877Z,2,2025-12-11T18:18:09.869693997Z,true,2025-12-11T18:23:40.603397699Z
01KC7APNP5EEB965GSKGP1V03M,01KC79VJXXPSPD2VWHGZ052C31,2025-12-11T18:27:48.549608385Z,false,2025-12-11T18:27:48.549608385Z,01KC79VK797V9N954PGYD7K2K1,2025-12-11T18:27:48.549608385Z,8,2025-12-11T18:27:48.549608385Z,Round 8,2025-12-11T18:27:48.549608385Z,2,2025-12-11T18:27:50.074793985Z,false,2025-12-11T18:27:48.549608385Z
01KC7A00F66C3R3B75CH68V3Z4,01KC79VHE8PE9MZRMG71GAT5MW,2025-12-11T18:15:25.926657323Z,true,2025-12-11T18:21:31.264645031Z,01KC79VHNW7FWHSXXSWMJ4BAAT,2025-12-11T18:15:25.926657323Z,12,2025-12-11T18:15:25.926657323Z,Round 12,2025-12-11T18:15:25.926657323Z,2,2025-12-11T18:15:27.305212054Z,true,2025-12-11T18:21:02.605369776Z
01KC79K4X09M68VCVTBYFH6T6M,01KC792Q82X2T1YA3GQS9WQQTM,2025-12-11T18:08:24.480268171Z,true,2025-12-11T18:10:56.844590547Z,01KC792Q8CHHGA8FER6C9SCFBH,2025-12-11T18:08:24.480268171Z,7,2025-12-11T18:08:24.480268171Z,Round 7,2025-12-11T18:08:24.480268171Z,2,2025-12-11T18:08:24.671876485Z,true,2025-12-11T18:10:42.903780766Z
01KC79Z2J3690R05X08PRZFFHJ,01KC79Q7J7QADCZGK8XSKJE216,2025-12-11T18:14:55.299697185Z,false,2025-12-11T18:14:55.299697185Z,01KC79Q7KZQDNHF5M1TY59AJCV,2025-12-11T18:14:55.299697185Z,8,2025-12-11T18:14:55.299697185Z,Round 8,2025-12-11T18:14:55.299697185Z,2,2025-12-11T18:14:56.220023726Z,false,2025-12-11T18:14:55.299697185Z
01KC7A0X6W1WP54476ADTGK912,01KC79VHM39RKDQ5AVAA0Z0XN2,2025-12-11T18:15:55.356225213Z,true,2025-12-11T18:18:16.401953516Z,01KC79VHQXS5144TA5BP0D53S4,2025-12-11T18:15:55.356225213Z,2,2025-12-11T18:15:55.356225213Z,Round 2,2025-12-11T18:15:55.356225213Z,2,2025-12-11T18:15:55.960387243Z,true,2025-12-11T18:17:44.43888016Z
01KC7A7HGCP3ACF6H4CASTRS7T,01KC79VJ7VQR2HR116V55XY14K,2025-12-11T18:19:32.748541605Z,true,2025-12-11T18:24:48.695966972Z,01KC79VJDQXC2W66T6DBS0M1ZZ,2025-12-11T18:19:32.748541605Z,12,2025-12-11T18:19:32.748541605Z,Round 12,2025-12-11T18:19:32.748541605Z,2,2025-12-11T18:19:34.341122822Z,true,2025-12-11T18:24:45.065806667Z
01KC79MSAFSWYN0X0JM667RSG2,01KC792NHQWGSTE39SGFFP76GE,2025-12-11T18:09:18.159767108Z,true,2025-12-11T18:12:20.816359536Z,01KC792NJ42D4D8E76QXEYJGPD,2025-12-11T18:09:18.159767108Z,7,2025-12-11T18:09:18.159767108Z,Round 7,2025-12-11T18:09:18.159767108Z,2,2025-12-11T18:09:18.389845367Z,true,2025-12-11T18:12:03.096415286Z
01KC79X6TPKD34DR5EMVRYKDY8,01KC79Q50SQ8H9GXYFGG5PGKA0,2025-12-11T18:13:54.134277215Z,false,2025-12-11T18:13:54.134277215Z,01KC79Q51TSE0QP3RTFEE09C80,2025-12-11T18:13:54.134277215Z,6,2025-12-11T18:13:54.134277215Z,Round 6,2025-12-11T18:13:54.134277215Z,2,2025-12-11T18:13:54.860197073Z,false,2025-12-11T18:13:54.134277215Z
01KC79Z2JSNY66KCKWCYS40DY7,01KC79Q7J7QADCZGK8XSKJE216,2025-12-11T18:14:55.321318051Z,false,2025-12-11T18:14:55.321318051Z,01KC79Q7KZQDNHF5M1TY59AJCV,2025-12-11T18:14:55.321318051Z,9,2025-12-11T18:14:55.321318051Z,Round 9,2025-12-11T18:14:55.321318051Z,2,2025-12-11T18:14:56.297769488Z,false,2025-12-11T18:14:55.321318051Z
01KC7A005YAWFM1FBS41W0FMAP,01KC79VHE8PE9MZRMG71GAT5MW,2025-12-11T18:15:25.630794015Z,true,2025-12-11T18:17:03.474428137Z,01KC79VHNW7FWHSXXSWMJ4BAAT,2025-12-11T18:15:25.630794015Z,2,2025-12-11T18:15:25.630794015Z,Round 2,2025-12-11T18:15:25.630794015Z,2,2025-12-11T18:15:26.319348777Z,true,2025-12-11T18:16:33.952277229Z
01KC7A0XDRF61NA0WZKVEZGZKG,01KC79VHM39RKDQ5AVAA0Z0XN2,2025-12-11T18:15:55.576434069Z,false,2025-12-11T18:15:55.576434069Z,01KC79VHQXS5144TA5BP0D53S4,2025-12-11T18:15:55.576434069Z,9,2025-12-11T18:15:55.576434069Z,Round 9,2025-12-11T18:15:55.576434069Z,2,2025-12-11T18:15:56.614055064Z,false,2025-12-11T18:15:55.576434069Z
01KC79RQA0ZKNJNB0NMXS2XF8C,01KC792QR6XXN61ZXWP8M9MPK8,2025-12-11T18:11:27.168860352Z,true,2025-12-11T18:16:07.520959998Z,01KC792QRJCW2RMKD50WKTBMJB,2025-12-11T18:11:27.168860352Z,12,2025-12-11T18:11:27.168860352Z,Round 12,2025-12-11T18:11:27.168860352Z,2,2025-12-11T18:11:28.22325602Z,true,2025-12-11T18:15:51.587335263Z
01KC7A0XCZV2E5QP17XCBTAG32,01KC79VHM39RKDQ5AVAA0Z0XN2,2025-12-11T18:15:55.551970726Z,false,2025-12-11T18:15:55.551970726Z,01KC79VHQXS5144TA5BP0D53S4,2025-12-11T18:15:55.551970726Z,8,2025-12-11T18:15:55.551970726Z,Round 8,2025-12-11T18:15:55.551970726Z,2,2025-12-11T18:15:56.523048284Z,false,2025-12-11T18:15:55.551970726Z
01KC79HBF3G8EATY00SD38M266,01KC792RZXSW2VJJ9MYY3HWKT7,2025-12-11T18:07:25.667227923Z,true,2025-12-11T18:10:57.261337282Z,01KC792S06J6QXCJ8HVDY29CGM,2025-12-11T18:07:25.667227923Z,11,2025-12-11T18:07:25.667227923Z,Round 11,2025-12-11T18:07:25.667227923Z,2,2025-12-11T18:07:25.923145219Z,true,2025-12-11T18:10:48.543535746Z
01KC79NG487ET56MHYYFSAQVG4,01KC792NZQW5MQZPSHSTMQ5DHE,2025-12-11T18:09:41.51293879Z,true,2025-12-11T18:10:12.037744493Z,01KC792P02FDQSKTX7R48P6G43,2025-12-11T18:09:41.51293879Z,0,2025-12-11T18:09:41.51293879Z,Round 0,2025-12-11T18:09:41.51293879Z,2,2025-12-11T18:09:41.684811095Z,true,2025-12-11T18:09:42.499748988Z
01KC79NZ0664ZC4F2X25KZ5YZ0,01KC792P4XAE965E30E0MR6EDR,2025-12-11T18:09:56.742560559Z,true,2025-12-11T18:11:42.560010022Z,01KC792P58W4CSJFC6SH7MP77N,2025-12-11T18:09:56.742560559Z,3,2025-12-11T18:09:56.742560559Z,Round 3,2025-12-11T18:09:56.742560559Z,2,2025-12-11T18:09:56.93503299Z,true,2025-12-11T18:11:25.815604296Z
01KC7AE86TZ21NX321X3GQ0NNA,01KC79VJKE866YDMKWKSSCRSG8,2025-12-11T18:23:12.602536293Z,true,2025-12-11T18:30:21.249316782Z,01KC79VK0HYCMYG94EPY3TV8PH,2025-12-11T18:23:12.602536293Z,8,2025-12-11T18:23:12.602536293Z,Round 8,2025-12-11T18:23:12.602536293Z,2,2025-12-11T18:23:13.803346606Z,true,2025-12-11T18:30:00.412818655Z
01KC7APNSTAW2FJVCWSFERMQN4,01KC79VJXXPSPD2VWHGZ052C31,2025-12-11T18:27:48.66672432Z,false,2025-12-11T18:27:48.66672432Z,01KC79VK797V9N954PGYD7K2K1,2025-12-11T18:27:48.66672432Z,5,2025-12-11T18:27:48.66672432Z,Round 5,2025-12-11T18:27:48.66672432Z,2,2025-12-11T18:27:49.71612693Z,false,2025-12-11T18:27:48.66672432Z
01KC79HQB78GX8GJYF2ZM91YDV,01KC792S5XKA02FKX43NFPRQY2,2025-12-11T18:07:37.83184812Z,true,2025-12-11T18:09:19.897018838Z,01KC792S662BJ5HPY24M0VV8VJ,2025-12-11T18:07:37.83184812Z,6,2025-12-11T18:07:37.83184812Z,Round 6,2025-12-11T18:07:37.83184812Z,2,2025-12-11T18:07:37.975709832Z,true,2025-12-11T18:09:04.569679946Z
01KC79PEXJBYNB1TCE9SNDXRPN,01KC792PFK3W14G4ZFE0JVZG1C,2025-12-11T18:10:13.042758529Z,false,2025-12-11T18:10:13.042758529Z,01KC792PFW6AVG96T52RTPX57B,2025-12-11T18:10:13.042758529Z,8,2025-12-11T18:10:13.042758529Z,Round 8,2025-12-11T18:10:13.042758529Z,2,2025-12-11T18:10:13.383303811Z,false,2025-12-11T18:10:13.042758529Z
01KC79PBK6WSC253Y66SS478E9,01KC792PA4EJ6B9N1NVAP206ZD,2025-12-11T18:10:09.638513514Z,true,2025-12-11T18:13:43.823363885Z,01KC792PAG0VBJYH8A5GGYPASS,2025-12-11T18:10:09.638513514Z,5,2025-12-11T18:10:09.638513514Z,Round 5,2025-12-11T18:10:09.638513514Z,2,2025-12-11T18:10:09.994451281Z,true,2025-12-11T18:13:32.325421236Z
01KC79X6SFNSZZMVDKAQFR94VN,01KC79Q50SQ8H9GXYFGG5PGKA0,2025-12-11T18:13:54.09523499Z,false,2025-12-11T18:13:54.09523499Z,01KC79Q51TSE0QP3RTFEE09C80,2025-12-11T18:13:54.09523499Z,4,2025-12-11T18:13:54.09523499Z,Round 4,2025-12-11T18:13:54.09523499Z,2,2025-12-11T18:13:54.678924118Z,false,2025-12-11T18:13:54.09523499Z
01KC79C6FNQESDBK7Y18X77YFF,01KC792RSWBXR1CBEJH052NEY8,2025-12-11T18:04:36.725415884Z,true,2025-12-11T18:05:31.366423449Z,01KC792RTASY0JSKRRE5K8E1F9,2025-12-11T18:04:36.725415884Z,4,2025-12-11T18:04:36.725415884Z,Round 4,2025-12-11T18:04:36.725415884Z,2,2025-12-11T18:04:36.840787831Z,true,2025-12-11T18:05:24.944854687Z
01KC79KPMSJAJQ5R6W5PCC4D3X,01KC792PRTZHWRJ2KMDQQMG00W,2025-12-11T18:08:42.649656144Z,true,2025-12-11T18:09:12.27604722Z,01KC792PS59W7MMQWZYWR4N84V,2025-12-11T18:08:42.649656144Z,0,2025-12-11T18:08:42.649656144Z,Round 0,2025-12-11T18:08:42.649656144Z,2,2025-12-11T18:08:42.814046102Z,true,2025-12-11T18:08:43.358377919Z
01KC79MSAAGZKBBYXB4QQKYZ47,01KC792NHQWGSTE39SGFFP76GE,2025-12-11T18:09:18.154925287Z,true,2025-12-11T18:12:54.582369267Z,01KC792NJ42D4D8E76QXEYJGPD,2025-12-11T18:09:18.154925287Z,9,2025-12-11T18:09:18.154925287Z,Round 9,2025-12-11T18:09:18.154925287Z,2,2025-12-11T18:09:18.437025281Z,true,2025-12-11T18:12:39.692315877Z
01KC7A4Z943PGCRJ9129814766,01KC79VJ1XZ02D6PCVP5WH7QJ5,2025-12-11T18:18:08.548457509Z,true,2025-12-11T18:24:55.15343751Z,01KC79VJ6S95MS6XD8D1HAJ57N,2025-12-11T18:18:08.548457509Z,10,2025-12-11T18:18:08.548457509Z,Round 10,2025-12-11T18:18:08.548457509Z,2,2025-12-11T18:18:09.967199394Z,true,2025-12-11T18:24:30.836859585Z
01KC7AQ2Q972571QG1VXM3Q2NK,01KC79VK7TM02CNZ35QA1DJMGE,2025-12-11T18:28:01.897574901Z,false,2025-12-11T18:28:01.897574901Z,01KC79VKMCBGAZ7NXS8D0WYXB0,2025-12-11T18:28:01.897574901Z,6,2025-12-11T18:28:01.897574901Z,Round 6,2025-12-11T18:28:01.897574901Z,2,2025-12-11T18:28:02.843315045Z,false,2025-12-11T18:28:01.897574901Z
01KC7AADJRR0VGEXDQ2MRX0KPJ,01KC79VJE7CNPF3WFGNWFS1AX9,2025-12-11T18:21:07.032053702Z,true,2025-12-11T18:23:05.946438161Z,01KC79VJRN83Z6TJ4WRC66DE0Y,2025-12-11T18:21:07.032053702Z,0,2025-12-11T18:21:07.032053702Z,Round 0,2025-12-11T18:21:07.032053702Z,2,2025-12-11T18:21:07.633799795Z,true,2025-12-11T18:21:11.318048843Z
01KC79HQBAM004NC3BNXJGKHNB,01KC792S5XKA02FKX43NFPRQY2,2025-12-11T18:07:37.834402963Z,true,2025-12-11T18:08:54.307797223Z,01KC792S662BJ5HPY24M0VV8VJ,2025-12-11T18:07:37.834402963Z,4,2025-12-11T18:07:37.834402963Z,Round 4,2025-12-11T18:07:37.834402963Z,2,2025-12-11T18:07:37.945008431Z,true,2025-12-11T18:08:40.704590751Z
01KC79JWT9X1783VFTZHPK2R9T,01KC792QXFDTTSEYSKJSE46MFT,2025-12-11T18:08:16.201042177Z,true,2025-12-11T18:11:41.173241835Z,01KC792QXT26YC6BEFZ6Z9RW21,2025-12-11T18:08:16.201042177Z,10,2025-12-11T18:08:16.201042177Z,Round 10,2025-12-11T18:08:16.201042177Z,2,2025-12-11T18:08:16.44501623Z,true,2025-12-11T18:11:32.309759148Z
01KC79PEXS0EDQ4ZXA09XC0A7F,01KC792PFK3W14G4ZFE0JVZG1C,2025-12-11T18:10:13.049684194Z,false,2025-12-11T18:10:13.049684194Z,01KC792PFW6AVG96T52RTPX57B,2025-12-11T18:10:13.049684194Z,7,2025-12-11T18:10:13.049684194Z,Round 7,2025-12-11T18:10:13.049684194Z,2,2025-12-11T18:10:13.349489653Z,false,2025-12-11T18:10:13.049684194Z
01KC79PXMWFG9ZA4ZZ6J8DM4JC,01KC792Q2KDA3A5X63Y7FG3Z7J,2025-12-11T18:10:28.12432328Z,false,2025-12-11T18:10:28.12432328Z,01KC792Q2YZQWMD1AZ7DV21XYT,2025-12-11T18:10:28.12432328Z,4,2025-12-11T18:10:28.12432328Z,Round 4,2025-12-11T18:10:28.12432328Z,2,2025-12-11T18:10:28.440941895Z,false,2025-12-11T18:10:28.12432328Z
01KC7A0X98XR6S9SE5CQSS5AWK,01KC79VHM39RKDQ5AVAA0Z0XN2,2025-12-11T18:15:55.432524207Z,true,2025-12-11T18:18:43.100195793Z,01KC79VHQXS5144TA5BP0D53S4,2025-12-11T18:15:55.432524207Z,3,2025-12-11T18:15:55.432524207Z,Round 3,2025-12-11T18:15:55.432524207Z,2,2025-12-11T18:15:56.069649071Z,true,2025-12-11T18:18:16.698553667Z
01KC79Z2F97C3F61K345JXSB6W,01KC79Q7J7QADCZGK8XSKJE216,2025-12-11T18:14:55.20947516Z,false,2025-12-11T18:14:55.20947516Z,01KC79Q7KZQDNHF5M1TY59AJCV,2025-12-11T18:14:55.20947516Z,3,2025-12-11T18:14:55.20947516Z,Round 3,2025-12-11T18:14:55.20947516Z,2,2025-12-11T18:14:55.801405934Z,false,2025-12-11T18:14:55.20947516Z
01KC79ZG9Y55MKJS40T4ET0F70,01KC79VH8D3XDVE6Y37QAVSJQX,2025-12-11T18:15:09.374847536Z,true,2025-12-11T18:20:34.291604172Z,01KC79VHBZ10QQXP0BWPHPEQ88,2025-12-11T18:15:09.374847536Z,7,2025-12-11T18:15:09.374847536Z,Round 7,2025-12-11T18:15:09.374847536Z,2,2025-12-11T18:15:10.270597528Z,true,2025-12-11T18:20:21.766834455Z
01KC7APNN2ZE1P4AE7S0XN5NWP,01KC79VJXXPSPD2VWHGZ052C31,2025-12-11T18:27:48.514578338Z,false,2025-12-11T18:27:48.514578338Z,01KC79VK797V9N954PGYD7K2K1,2025-12-11T18:27:48.514578338Z,9,2025-12-11T18:27:48.514578338Z,Round 9,2025-12-11T18:27:48.514578338Z,2,2025-12-11T18:27:50.200987749Z,false,2025-12-11T18:27:48.514578338Z
01KC79MSA5BAH45JDT87JK5151,01KC792NHQWGSTE39SGFFP76GE,2025-12-11T18:09:18.150020311Z,true,2025-12-11T18:13:08.772529262Z,01KC792NJ42D4D8E76QXEYJGPD,2025-12-11T18:09:18.150020311Z,10,2025-12-11T18:09:18.150020311Z,Round 10,2025-12-11T18:09:18.150020311Z,2,2025-12-11T18:09:18.458314888Z,true,2025-12-11T18:12:54.700580893Z
01KC79N3EZNPZVT2RH8PCX9E1C,01KC792NT3GNWPDN4K2DAPSNHC,2025-12-11T18:09:28.543530163Z,true,2025-12-11T18:11:25.029229981Z,01KC792NTEQ8JKXK344BFAF58E,2025-12-11T18:09:28.543530163Z,8,2025-12-11T18:09:28.543530163Z,Round 8,2025-12-11T18:09:28.543530163Z,2,2025-12-11T18:09:28.859571958Z,true,2025-12-11T18:11:15.416105567Z
01KC79PQBB2M96R2RPTQZHFV9N,01KC792PMN6AE3E5M91Z7BDJS6,2025-12-11T18:10:21.67535342Z,true,2025-12-11T18:13:37.110033432Z,01KC792PN2B9Z90QKN7KTG1F5T,2025-12-11T18:10:21.67535342Z,4,2025-12-11T18:10:21.67535342Z,Round 4,2025-12-11T18:10:21.67535342Z,2,2025-12-11T18:10:22.036818385Z,true,2025-12-11T18:12:06.790153473Z
01KC79PXM8FFCPK1HPVH89Z3VQ,01KC792Q2KDA3A5X63Y7FG3Z7J,2025-12-11T18:10:28.104656387Z,false,2025-12-11T18:10:28.104656387Z,01KC792Q2YZQWMD1AZ7DV21XYT,2025-12-11T18:10:28.104656387Z,6,2025-12-11T18:10:28.104656387Z,Round 6,2025-12-11T18:10:28.104656387Z,2,2025-12-11T18:10:28.521939359Z,false,2025-12-11T18:10:28.104656387Z
01KC79XVFVG40NCS33T6QWXWY1,01KC79Q5TFKGNAN8RQVVBH04JK,2025-12-11T18:14:15.291603344Z,true,2025-12-11T18:18:18.613823719Z,01KC79Q5VKEKA6F68YHYY2PTG3,2025-12-11T18:14:15.291603344Z,8,2025-12-11T18:14:15.291603344Z,Round 8,2025-12-11T18:14:15.291603344Z,2,2025-12-11T18:14:16.256254375Z,true,2025-12-11T18:17:55.532632991Z
01KC7APP3M0AGXT9YGW6CRMQN1,01KC79VJXXPSPD2VWHGZ052C31,2025-12-11T18:27:48.980285713Z,true,2025-12-11T18:29:30.738371314Z,01KC79VK797V9N954PGYD7K2K1,2025-12-11T18:27:48.980285713Z,1,2025-12-11T18:27:48.980285713Z,Round 1,2025-12-11T18:27:48.980285713Z,2,2025-12-11T18:27:49.228635611Z,true,2025-12-11T18:28:42.694369051Z
01KC79HQBFXWGH27E65E57053M,01KC792S5XKA02FKX43NFPRQY2,2025-12-11T18:07:37.839498104Z,true,2025-12-11T18:10:24.592242476Z,01KC792S662BJ5HPY24M0VV8VJ,2025-12-11T18:07:37.839498104Z,11,2025-12-11T18:07:37.839498104Z,Round 11,2025-12-11T18:07:37.839498104Z,2,2025-12-11T18:07:38.069650054Z,true,2025-12-11T18:10:15.768616502Z
01KC79PEW0WE9ZZTEN9JWPKXKB,01KC792PFK3W14G4ZFE0JVZG1C,2025-12-11T18:10:12.992808198Z,true,2025-12-11T18:10:56.286412425Z,01KC792PFW6AVG96T52RTPX57B,2025-12-11T18:10:12.992808198Z,0,2025-12-11T18:10:12.992808198Z,Round 0,2025-12-11T18:10:12.992808198Z,2,2025-12-11T18:10:13.121768207Z,true,2025-12-11T18:10:14.209192578Z
